src 	 time 	 tahrs 	 bank 	 attitude 	 heading 	 traw 	 acc[0] 	 acc[1] 	 acc[2] 	 mag[0] 	 mag[1] 	 mag[2] 	 gyr[0] 	 gyr[1] 	 gyr[2]
2 	 20.517345 	 1989118.000000 	 107.966133 	 -68.272995 	 202.426147 	 1989118.000000 	 -9.417601 	 3.727800 	 1.216440 	 -0.307463 	 -0.234328 	 0.880597 	 0.010996 	 0.008552 	 0.018326
1 	 20.532666 	 1995278.000000 	 -100.788620 	 -78.613495 	 312.834198 	 1995278.000000 	 -10.123920 	 -1.922760 	 0.431640 	 -0.664179 	 -0.038806 	 0.264179 	 -0.003665 	 0.004887 	 0.019548
2 	 20.536420 	 1989138.000000 	 107.983650 	 -68.277344 	 202.434250 	 1989138.000000 	 -9.496080 	 3.570840 	 1.216440 	 -0.317910 	 -0.229851 	 0.871642 	 -0.003665 	 0.004887 	 0.018326
1 	 20.551781 	 1995288.000000 	 -100.756859 	 -78.626266 	 312.864746 	 1995288.000000 	 -10.084681 	 -1.883520 	 0.313920 	 -0.673134 	 -0.037313 	 0.264179 	 -0.003665 	 0.010996 	 0.025656
2 	 20.555332 	 1989178.000000 	 108.010231 	 -68.281517 	 202.463562 	 1989178.000000 	 -9.456841 	 3.531600 	 1.098720 	 -0.314925 	 -0.228358 	 0.864179 	 0.000000 	 0.003665 	 0.012217
1 	 20.570804 	 1995308.000000 	 -100.738945 	 -78.616158 	 312.884827 	 1995308.000000 	 -9.888481 	 -2.040480 	 0.392400 	 -0.667164 	 -0.035821 	 0.265672 	 0.001222 	 0.002443 	 0.017104
2 	 20.574386 	 1989198.000000 	 108.006668 	 -68.276199 	 202.470001 	 1989198.000000 	 -9.417601 	 3.610080 	 1.059480 	 -0.316418 	 -0.229851 	 0.888060 	 0.014661 	 0.003665 	 0.015882
1 	 20.589614 	 1995338.000000 	 -100.693634 	 -78.614395 	 312.935181 	 1995338.000000 	 -10.006201 	 -1.962000 	 0.353160 	 -0.661194 	 -0.029851 	 0.259701 	 0.002443 	 0.008552 	 0.023213
2 	 20.593353 	 1989208.000000 	 107.983559 	 -68.279945 	 202.450302 	 1989208.000000 	 -9.456841 	 3.570840 	 1.059480 	 -0.308955 	 -0.231343 	 0.867164 	 0.008552 	 0.006109 	 0.014661
1 	 20.608552 	 1995358.000000 	 -100.711800 	 -78.636230 	 312.923584 	 1995358.000000 	 -10.084681 	 -1.922760 	 0.392400 	 -0.667164 	 -0.035821 	 0.261194 	 0.004887 	 0.008552 	 0.020769
1 	 20.627557 	 1995368.000000 	 -100.705620 	 -78.641106 	 312.931427 	 1995368.000000 	 -10.006201 	 -1.883520 	 0.353160 	 -0.667164 	 -0.037313 	 0.267164 	 0.001222 	 0.007330 	 0.017104
2 	 20.631505 	 1989248.000000 	 107.963142 	 -68.294617 	 202.447800 	 1989248.000000 	 -9.456841 	 3.492360 	 1.137960 	 -0.308955 	 -0.232836 	 0.877612 	 0.017104 	 0.006109 	 0.008552
1 	 20.646558 	 1995388.000000 	 -100.717880 	 -78.650497 	 312.919617 	 1995388.000000 	 -9.966961 	 -1.883520 	 0.392400 	 -0.670149 	 -0.034328 	 0.268657 	 0.000000 	 0.006109 	 0.021991
2 	 20.650433 	 1989258.000000 	 107.985550 	 -68.293663 	 202.470093 	 1989258.000000 	 -9.496080 	 3.492360 	 1.216440 	 -0.313433 	 -0.234328 	 0.882090 	 0.006109 	 -0.002443 	 0.025656
1 	 20.665487 	 1995418.000000 	 -100.731789 	 -78.672668 	 312.902802 	 1995418.000000 	 -10.045441 	 -1.805040 	 0.353160 	 -0.668657 	 -0.038806 	 0.271642 	 -0.001222 	 0.008552 	 0.020769
2 	 20.669465 	 1989278.000000 	 107.987495 	 -68.288071 	 202.470932 	 1989278.000000 	 -9.653041 	 3.531600 	 1.255680 	 -0.313433 	 -0.229851 	 0.889552 	 0.006109 	 0.002443 	 0.020769
1 	 20.684636 	 1995428.000000 	 -100.776764 	 -78.674873 	 312.859589 	 1995428.000000 	 -9.966961 	 -1.922760 	 0.470880 	 -0.670149 	 -0.034328 	 0.264179 	 0.000000 	 0.004887 	 0.021991
2 	 20.688408 	 1989318.000000 	 108.028244 	 -68.298431 	 202.506714 	 1989318.000000 	 -9.653041 	 3.610080 	 1.137960 	 -0.310448 	 -0.234328 	 0.883582 	 0.001222 	 0.000000 	 0.017104
1 	 20.703900 	 1995438.000000 	 -100.819069 	 -78.676949 	 312.817688 	 1995438.000000 	 -10.006201 	 -1.922760 	 0.470880 	 -0.667164 	 -0.032836 	 0.264179 	 -0.002443 	 0.004887 	 0.020769
2 	 20.707377 	 1989328.000000 	 108.025230 	 -68.295898 	 202.505951 	 1989328.000000 	 -9.535320 	 3.610080 	 1.216440 	 -0.302985 	 -0.228358 	 0.873134 	 0.010996 	 0.009774 	 0.019548
1 	 20.722563 	 1995468.000000 	 -100.844978 	 -78.653755 	 312.795319 	 1995468.000000 	 -9.927721 	 -2.118960 	 0.510120 	 -0.667164 	 -0.038806 	 0.258209 	 -0.001222 	 0.007330 	 0.024435
2 	 20.726338 	 1989338.000000 	 108.051300 	 -68.290764 	 202.533325 	 1989338.000000 	 -9.535320 	 3.610080 	 1.373400 	 -0.316418 	 -0.232836 	 0.874627 	 0.013439 	 0.010996 	 0.018326
1 	 20.741527 	 1995498.000000 	 -100.908768 	 -78.633629 	 312.736145 	 1995498.000000 	 -10.006201 	 -2.001240 	 0.431640 	 -0.673134 	 -0.041791 	 0.271642 	 0.003665 	 0.006109 	 0.020769
1 	 20.761439 	 1995508.000000 	 -100.936546 	 -78.644409 	 312.707947 	 1995508.000000 	 -9.966961 	 -1.844280 	 0.392400 	 -0.665672 	 -0.026866 	 0.262687 	 -0.002443 	 0.001222 	 0.024435
2 	 20.764374 	 1989388.000000 	 108.052498 	 -68.282387 	 202.541672 	 1989388.000000 	 -9.417601 	 3.531600 	 1.137960 	 -0.316418 	 -0.232836 	 0.892537 	 0.004887 	 0.007330 	 0.014661
1 	 20.783092 	 1995518.000000 	 -100.924980 	 -78.647346 	 312.718353 	 1995518.000000 	 -10.006201 	 -1.922760 	 0.353160 	 -0.668657 	 -0.038806 	 0.261194 	 -0.003665 	 0.006109 	 0.018326
1 	 20.805766 	 1995548.000000 	 -100.969582 	 -78.644325 	 312.679108 	 1995548.000000 	 -10.123920 	 -2.001240 	 0.431640 	 -0.667164 	 -0.028358 	 0.265672 	 0.002443 	 0.006109 	 0.024435
2 	 20.809638 	 1989408.000000 	 108.052589 	 -68.295616 	 202.538651 	 1989408.000000 	 -9.574560 	 3.570840 	 1.098720 	 -0.308955 	 -0.231343 	 0.892537 	 -0.001222 	 0.006109 	 0.010996
1 	 20.824719 	 1995559.000000 	 -100.954720 	 -78.655174 	 312.696594 	 1995559.000000 	 -10.163160 	 -1.883520 	 0.313920 	 -0.665672 	 -0.037313 	 0.268657 	 0.003665 	 0.004887 	 0.021991
2 	 20.828624 	 1989438.000000 	 108.085167 	 -68.290306 	 202.566620 	 1989438.000000 	 -9.574560 	 3.610080 	 1.255680 	 -0.304478 	 -0.228358 	 0.882090 	 -0.001222 	 0.003665 	 0.014661
1 	 20.843827 	 1995578.000000 	 -100.977531 	 -78.650467 	 312.676025 	 1995578.000000 	 -9.966961 	 -2.001240 	 0.510120 	 -0.671642 	 -0.040299 	 0.265672 	 -0.003665 	 0.004887 	 0.019548
2 	 20.847612 	 1989448.000000 	 108.084824 	 -68.294136 	 202.565491 	 1989448.000000 	 -9.574560 	 3.610080 	 1.177200 	 -0.308955 	 -0.229851 	 0.871642 	 0.003665 	 0.007330 	 0.010996
1 	 20.862793 	 1995608.000000 	 -101.029106 	 -78.652901 	 312.623657 	 1995608.000000 	 -10.006201 	 -1.962000 	 0.510120 	 -0.661194 	 -0.031343 	 0.267164 	 -0.007330 	 0.001222 	 0.017104
2 	 20.866576 	 1989468.000000 	 108.137367 	 -68.276115 	 202.612335 	 1989468.000000 	 -9.456841 	 3.531600 	 1.412640 	 -0.313433 	 -0.238806 	 0.907463 	 -0.003665 	 0.001222 	 0.019548
1 	 20.881729 	 1995618.000000 	 -101.060646 	 -78.666023 	 312.592224 	 1995618.000000 	 -10.006201 	 -1.805040 	 0.431640 	 -0.673134 	 -0.029851 	 0.273134 	 -0.002443 	 0.004887 	 0.025656
2 	 20.885884 	 1989508.000000 	 108.181503 	 -68.297188 	 202.655090 	 1989508.000000 	 -9.535320 	 3.531600 	 1.137960 	 -0.310448 	 -0.229851 	 0.883582 	 0.012217 	 0.009774 	 0.019548
1 	 20.900848 	 1995628.000000 	 -101.099632 	 -78.676353 	 312.551025 	 1995628.000000 	 -9.966961 	 -1.805040 	 0.431640 	 -0.671642 	 -0.034328 	 0.259701 	 -0.006109 	 0.002443 	 0.018326
2 	 20.904896 	 1989518.000000 	 108.163101 	 -68.305244 	 202.642288 	 1989518.000000 	 -9.574560 	 3.531600 	 1.098720 	 -0.302985 	 -0.231343 	 0.862687 	 0.013439 	 0.006109 	 0.015882
1 	 20.919722 	 1995658.000000 	 -101.173409 	 -78.697594 	 312.485474 	 1995658.000000 	 -9.966961 	 -1.844280 	 0.470880 	 -0.664179 	 -0.040299 	 0.264179 	 0.007330 	 -0.001222 	 0.021991
2 	 20.923597 	 1989528.000000 	 108.168671 	 -68.308441 	 202.652893 	 1989528.000000 	 -9.535320 	 3.570840 	 1.216440 	 -0.317910 	 -0.231343 	 0.889552 	 0.014661 	 0.004887 	 0.012217
1 	 20.942362 	 1995688.000000 	 -101.194839 	 -78.686005 	 312.473785 	 1995688.000000 	 -9.966961 	 -2.001240 	 0.392400 	 -0.668657 	 -0.037313 	 0.261194 	 0.001222 	 0.007330 	 0.013439
1 	 20.957735 	 1995698.000000 	 -101.183060 	 -78.687233 	 312.484741 	 1995698.000000 	 -10.045441 	 -1.962000 	 0.392400 	 -0.665672 	 -0.031343 	 0.259701 	 -0.003665 	 0.009774 	 0.020769
2 	 20.961592 	 1989578.000000 	 108.211731 	 -68.316055 	 202.704987 	 1989578.000000 	 -9.496080 	 3.649320 	 1.216440 	 -0.304478 	 -0.228358 	 0.864179 	 0.010996 	 0.007330 	 0.008552
1 	 20.976704 	 1995718.000000 	 -101.137779 	 -78.659950 	 312.527283 	 1995718.000000 	 -9.927721 	 -2.158200 	 0.392400 	 -0.667164 	 -0.034328 	 0.265672 	 -0.003665 	 0.004887 	 0.015882
2 	 20.980570 	 1989588.000000 	 108.195877 	 -68.314156 	 202.685196 	 1989588.000000 	 -9.496080 	 3.610080 	 1.098720 	 -0.307463 	 -0.231343 	 0.880597 	 -0.003665 	 0.006109 	 0.019548
1 	 20.995805 	 1995739.000000 	 -101.092972 	 -78.667091 	 312.575165 	 1995739.000000 	 -10.006201 	 -1.883520 	 0.313920 	 -0.659702 	 -0.035821 	 0.264179 	 0.002443 	 0.007330 	 0.018326
2 	 20.999579 	 1989608.000000 	 108.194328 	 -68.308586 	 202.690765 	 1989608.000000 	 -9.496080 	 3.610080 	 1.255680 	 -0.316418 	 -0.235821 	 0.880597 	 0.012217 	 0.004887 	 0.015882
1 	 21.014759 	 1995768.000000 	 -100.949310 	 -78.691467 	 312.712311 	 1995768.000000 	 -10.202400 	 -1.922760 	 0.235440 	 -0.674627 	 -0.038806 	 0.267164 	 -0.006109 	 0.003665 	 0.020769
2 	 21.018577 	 1989628.000000 	 108.208282 	 -68.296249 	 202.713821 	 1989628.000000 	 -9.496080 	 3.610080 	 1.255680 	 -0.308955 	 -0.229851 	 0.889552 	 0.010996 	 0.002443 	 0.020769
1 	 21.033808 	 1995778.000000 	 -100.915543 	 -78.697350 	 312.745331 	 1995778.000000 	 -10.202400 	 -1.962000 	 0.313920 	 -0.664179 	 -0.031343 	 0.264179 	 -0.002443 	 0.008552 	 0.023213
1 	 21.052623 	 1995798.000000 	 -100.979568 	 -78.699326 	 312.685150 	 1995798.000000 	 -10.123920 	 -1.962000 	 0.510120 	 -0.659702 	 -0.028358 	 0.258209 	 0.002443 	 0.001222 	 0.014661
2 	 21.056328 	 1989678.000000 	 108.252464 	 -68.294640 	 202.768600 	 1989678.000000 	 -9.535320 	 3.649320 	 1.216440 	 -0.311940 	 -0.231343 	 0.886567 	 0.009774 	 0.002443 	 0.014661
1 	 21.071397 	 1995819.000000 	 -101.071701 	 -78.672005 	 312.594940 	 1995819.000000 	 -9.966961 	 -2.079720 	 0.510120 	 -0.667164 	 -0.034328 	 0.264179 	 0.000000 	 0.000000 	 0.020769
2 	 21.075259 	 1989688.000000 	 108.267624 	 -68.294197 	 202.784805 	 1989688.000000 	 -9.535320 	 3.570840 	 1.255680 	 -0.311940 	 -0.225373 	 0.897015 	 0.008552 	 0.003665 	 0.017104
1 	 21.090414 	 1995848.000000 	 -101.150566 	 -78.649376 	 312.520081 	 1995848.000000 	 -10.084681 	 -2.040480 	 0.431640 	 -0.673134 	 -0.034328 	 0.265672 	 -0.002443 	 0.004887 	 0.023213
2 	 21.094199 	 1989708.000000 	 108.267014 	 -68.315979 	 202.788605 	 1989708.000000 	 -9.574560 	 3.492360 	 1.137960 	 -0.302985 	 -0.229851 	 0.864179 	 0.009774 	 0.007330 	 0.007330
1 	 21.109529 	 1995859.000000 	 -101.145416 	 -78.642365 	 312.524689 	 1995859.000000 	 -10.123920 	 -2.040480 	 0.431640 	 -0.671642 	 -0.034328 	 0.276119 	 -0.003665 	 0.009774 	 0.014661
2 	 21.113330 	 1989738.000000 	 108.240555 	 -68.319664 	 202.768677 	 1989738.000000 	 -9.456841 	 3.570840 	 1.177200 	 -0.302985 	 -0.229851 	 0.864179 	 0.008552 	 0.004887 	 0.010996
1 	 21.128440 	 1995878.000000 	 -101.203781 	 -78.622055 	 312.467041 	 1995878.000000 	 -10.006201 	 -1.962000 	 0.510120 	 -0.667164 	 -0.031343 	 0.265672 	 -0.006109 	 0.002443 	 0.014661
2 	 21.132232 	 1989748.000000 	 108.241158 	 -68.318382 	 202.767365 	 1989748.000000 	 -9.496080 	 3.610080 	 1.177200 	 -0.313433 	 -0.234328 	 0.876119 	 0.001222 	 0.004887 	 0.014661
1 	 21.147508 	 1995889.000000 	 -101.201942 	 -78.616539 	 312.470642 	 1995889.000000 	 -9.849240 	 -1.962000 	 0.431640 	 -0.668657 	 -0.034328 	 0.265672 	 0.000000 	 0.010996 	 0.013439
2 	 21.151371 	 1989768.000000 	 108.231583 	 -68.325928 	 202.752747 	 1989768.000000 	 -9.613801 	 3.531600 	 1.216440 	 -0.310448 	 -0.226866 	 0.882090 	 0.004887 	 0.009774 	 0.015882
1 	 21.166385 	 1995909.000000 	 -101.194382 	 -78.603119 	 312.475647 	 1995909.000000 	 -10.006201 	 -2.040480 	 0.470880 	 -0.668657 	 -0.031343 	 0.265672 	 -0.003665 	 0.003665 	 0.024435
2 	 21.170387 	 1989778.000000 	 108.233261 	 -68.328110 	 202.752579 	 1989778.000000 	 -9.417601 	 3.570840 	 1.137960 	 -0.316418 	 -0.231343 	 0.882090 	 0.000000 	 0.002443 	 0.009774
1 	 21.193062 	 1995929.000000 	 -101.212730 	 -78.607704 	 312.460052 	 1995929.000000 	 -9.927721 	 -1.962000 	 0.392400 	 -0.671642 	 -0.032836 	 0.262687 	 0.000000 	 0.000000 	 0.021991
2 	 21.196876 	 1989798.000000 	 108.244835 	 -68.341515 	 202.761459 	 1989798.000000 	 -9.574560 	 3.531600 	 1.177200 	 -0.305970 	 -0.231343 	 0.868657 	 0.000000 	 0.003665 	 0.019548
1 	 21.211974 	 1995959.000000 	 -101.186699 	 -78.603333 	 312.492493 	 1995959.000000 	 -9.966961 	 -2.001240 	 0.274680 	 -0.668657 	 -0.038806 	 0.271642 	 -0.002443 	 0.006109 	 0.023213
2 	 21.215888 	 1989818.000000 	 108.272583 	 -68.339806 	 202.784317 	 1989818.000000 	 -9.692281 	 3.649320 	 1.255680 	 -0.313433 	 -0.229851 	 0.880597 	 0.008552 	 0.008552 	 0.012217
1 	 21.231012 	 1995968.000000 	 -101.142258 	 -78.605713 	 312.540436 	 1995968.000000 	 -9.966961 	 -2.001240 	 0.313920 	 -0.658209 	 -0.031343 	 0.258209 	 0.004887 	 0.012217 	 0.025656
2 	 21.234864 	 1989858.000000 	 108.227928 	 -68.329491 	 202.740158 	 1989858.000000 	 -9.417601 	 3.570840 	 1.098720 	 -0.308955 	 -0.229851 	 0.873134 	 0.000000 	 0.002443 	 0.014661
1 	 21.249978 	 1995989.000000 	 -101.100861 	 -78.618820 	 312.587128 	 1995989.000000 	 -10.006201 	 -1.883520 	 0.353160 	 -0.667164 	 -0.032836 	 0.259701 	 0.002443 	 0.006109 	 0.023213
2 	 21.253892 	 1989868.000000 	 108.215462 	 -68.331863 	 202.729980 	 1989868.000000 	 -9.456841 	 3.570840 	 1.098720 	 -0.307463 	 -0.228358 	 0.879104 	 0.006109 	 0.002443 	 0.013439
1 	 21.269100 	 1996009.000000 	 -101.144661 	 -78.614464 	 312.543732 	 1996009.000000 	 -9.849240 	 -1.962000 	 0.313920 	 -0.662687 	 -0.034328 	 0.264179 	 -0.002443 	 0.003665 	 0.021991
2 	 21.272864 	 1989878.000000 	 108.199005 	 -68.331535 	 202.719727 	 1989878.000000 	 -9.417601 	 3.570840 	 1.098720 	 -0.304478 	 -0.231343 	 0.876119 	 0.013439 	 0.002443 	 0.015882
1 	 21.288019 	 1996039.000000 	 -101.115395 	 -78.612038 	 312.573486 	 1996039.000000 	 -10.006201 	 -2.040480 	 0.431640 	 -0.673134 	 -0.035821 	 0.268657 	 0.003665 	 0.003665 	 0.017104
2 	 21.291857 	 1989898.000000 	 108.183823 	 -68.337952 	 202.705002 	 1989898.000000 	 -9.496080 	 3.610080 	 1.059480 	 -0.317910 	 -0.232836 	 0.895522 	 0.000000 	 0.003665 	 0.008552
1 	 21.307029 	 1996049.000000 	 -101.152786 	 -78.602417 	 312.541046 	 1996049.000000 	 -9.966961 	 -2.040480 	 0.470880 	 -0.667164 	 -0.028358 	 0.273134 	 0.006109 	 0.002443 	 0.015882
2 	 21.310899 	 1989928.000000 	 108.175323 	 -68.341476 	 202.697525 	 1989928.000000 	 -9.535320 	 3.453120 	 1.177200 	 -0.311940 	 -0.231343 	 0.888060 	 0.008552 	 0.003665 	 0.021991
1 	 21.326037 	 1996069.000000 	 -101.210197 	 -78.595779 	 312.493896 	 1996069.000000 	 -10.006201 	 -2.001240 	 0.549360 	 -0.667164 	 -0.028358 	 0.259701 	 0.004887 	 0.008552 	 0.018326
1 	 21.345005 	 1996079.000000 	 -101.264755 	 -78.596779 	 312.444031 	 1996079.000000 	 -9.966961 	 -1.962000 	 0.510120 	 -0.664179 	 -0.035821 	 0.271642 	 0.004887 	 0.004887 	 0.024435
2 	 21.348866 	 1989958.000000 	 108.111153 	 -68.363487 	 202.639618 	 1989958.000000 	 -9.535320 	 3.610080 	 1.059480 	 -0.305970 	 -0.226866 	 0.865672 	 0.003665 	 0.006109 	 0.010996
1 	 21.364117 	 1996109.000000 	 -101.313461 	 -78.598938 	 312.406067 	 1996109.000000 	 -9.966961 	 -1.962000 	 0.431640 	 -0.670149 	 -0.031343 	 0.267164 	 0.002443 	 0.008552 	 0.023213
2 	 21.367802 	 1989998.000000 	 108.109192 	 -68.386551 	 202.641510 	 1989998.000000 	 -9.653041 	 3.453120 	 1.177200 	 -0.308955 	 -0.232836 	 0.874627 	 0.015882 	 0.008552 	 0.023213
1 	 21.383040 	 1996119.000000 	 -101.331871 	 -78.596451 	 312.391296 	 1996119.000000 	 -10.006201 	 -2.001240 	 0.431640 	 -0.671642 	 -0.034328 	 0.262687 	 0.003665 	 0.004887 	 0.020769
2 	 21.386845 	 1990008.000000 	 108.091400 	 -68.396935 	 202.627716 	 1990008.000000 	 -9.613801 	 3.531600 	 1.098720 	 -0.308955 	 -0.231343 	 0.867164 	 0.010996 	 0.008552 	 0.012217
1 	 21.402095 	 1996149.000000 	 -101.396469 	 -78.589714 	 312.336182 	 1996149.000000 	 -9.888481 	 -2.079720 	 0.431640 	 -0.664179 	 -0.031343 	 0.265672 	 0.012217 	 0.002443 	 0.021991
2 	 21.405874 	 1990018.000000 	 108.082199 	 -68.399712 	 202.622742 	 1990018.000000 	 -9.574560 	 3.610080 	 1.137960 	 -0.308955 	 -0.234328 	 0.876119 	 0.010996 	 0.004887 	 0.010996
1 	 21.424657 	 1996179.000000 	 -101.511894 	 -78.599182 	 312.222290 	 1996179.000000 	 -9.966961 	 -1.922760 	 0.431640 	 -0.665672 	 -0.035821 	 0.265672 	 0.001222 	 0.006109 	 0.024435
1 	 21.439919 	 1996189.000000 	 -101.467026 	 -78.607437 	 312.265778 	 1996189.000000 	 -10.006201 	 -1.922760 	 0.313920 	 -0.667164 	 -0.038806 	 0.262687 	 -0.003665 	 0.010996 	 0.024435
2 	 21.443888 	 1990068.000000 	 108.022675 	 -68.412628 	 202.572769 	 1990068.000000 	 -9.574560 	 3.649320 	 1.177200 	 -0.314925 	 -0.229851 	 0.886567 	 0.013439 	 0.006109 	 0.013439
1 	 21.458984 	 1996209.000000 	 -101.461296 	 -78.633102 	 312.275879 	 1996209.000000 	 -9.966961 	 -1.805040 	 0.392400 	 -0.668657 	 -0.029851 	 0.264179 	 0.001222 	 0.007330 	 0.021991
2 	 21.462885 	 1990078.000000 	 108.052650 	 -68.403145 	 202.600632 	 1990078.000000 	 -9.574560 	 3.688560 	 1.294920 	 -0.304478 	 -0.229851 	 0.879104 	 0.002443 	 -0.001222 	 0.014661
1 	 21.477914 	 1996219.000000 	 -101.405098 	 -78.646057 	 312.332672 	 1996219.000000 	 -10.006201 	 -1.844280 	 0.274680 	 -0.665672 	 -0.038806 	 0.268657 	 0.000000 	 0.012217 	 0.021991
2 	 21.481911 	 1990098.000000 	 108.050095 	 -68.395432 	 202.606339 	 1990098.000000 	 -9.535320 	 3.727800 	 1.137960 	 -0.302985 	 -0.225373 	 0.864179 	 0.017104 	 0.009774 	 0.015882
1 	 21.496983 	 1996239.000000 	 -101.301239 	 -78.635559 	 312.438263 	 1996239.000000 	 -10.006201 	 -2.079720 	 0.313920 	 -0.665672 	 -0.029851 	 0.264179 	 0.000000 	 0.008552 	 0.018326
2 	 21.500841 	 1990118.000000 	 108.044098 	 -68.380524 	 202.601929 	 1990118.000000 	 -9.574560 	 3.649320 	 1.216440 	 -0.211940 	 -0.155224 	 0.595522 	 0.001222 	 0.008552 	 0.026878
1 	 21.516002 	 1996259.000000 	 -101.276886 	 -78.633995 	 312.463837 	 1996259.000000 	 -9.966961 	 -2.001240 	 0.353160 	 -0.665672 	 -0.035821 	 0.265672 	 0.000000 	 0.003665 	 0.019548
2 	 21.519828 	 1990128.000000 	 108.042953 	 -68.377327 	 202.600204 	 1990128.000000 	 -9.653041 	 3.649320 	 1.177200 	 -0.310448 	 -0.234328 	 0.895522 	 0.003665 	 0.003665 	 0.019548
1 	 21.534942 	 1996289.000000 	 -101.426750 	 -78.654854 	 312.312988 	 1996289.000000 	 -10.006201 	 -1.922760 	 0.431640 	 -0.668657 	 -0.032836 	 0.258209 	 -0.004887 	 0.004887 	 0.024435
2 	 21.538790 	 1990148.000000 	 108.037209 	 -68.390068 	 202.596802 	 1990148.000000 	 -9.574560 	 3.492360 	 1.216440 	 -0.314925 	 -0.231343 	 0.882090 	 0.008552 	 0.007330 	 0.014661
1 	 21.553954 	 1996299.000000 	 -101.425499 	 -78.658768 	 312.312592 	 1996299.000000 	 -9.966961 	 -1.883520 	 0.392400 	 -0.667164 	 -0.035821 	 0.264179 	 -0.004887 	 0.006109 	 0.017104
2 	 21.557769 	 1990188.000000 	 108.050453 	 -68.389992 	 202.617615 	 1990188.000000 	 -9.574560 	 3.610080 	 1.294920 	 -0.307463 	 -0.234328 	 0.889552 	 0.014661 	 0.006109 	 0.017104
1 	 21.584046 	 1996319.000000 	 -101.416122 	 -78.666328 	 312.322906 	 1996319.000000 	 -9.927721 	 -1.962000 	 0.353160 	 -0.664179 	 -0.034328 	 0.262687 	 -0.001222 	 0.007330 	 0.023213
1 	 21.599396 	 1996339.000000 	 -101.393005 	 -78.663208 	 312.351898 	 1996339.000000 	 -9.966961 	 -1.962000 	 0.353160 	 -0.664179 	 -0.031343 	 0.262687 	 0.004887 	 0.004887 	 0.023213
2 	 21.603367 	 1990208.000000 	 108.119339 	 -68.389702 	 202.684586 	 1990208.000000 	 -9.535320 	 3.531600 	 1.373400 	 -0.313433 	 -0.228358 	 0.879104 	 0.008552 	 0.004887 	 0.020769
1 	 21.618429 	 1996369.000000 	 -101.472046 	 -78.656609 	 312.282074 	 1996369.000000 	 -10.045441 	 -1.962000 	 0.431640 	 -0.665672 	 -0.034328 	 0.264179 	 0.001222 	 0.008552 	 0.018326
2 	 21.622284 	 1990228.000000 	 108.178802 	 -68.402153 	 202.742859 	 1990228.000000 	 -9.456841 	 3.374640 	 1.294920 	 -0.316418 	 -0.237313 	 0.882090 	 0.003665 	 0.008552 	 0.017104
1 	 21.637500 	 1996379.000000 	 -101.512886 	 -78.659271 	 312.242004 	 1996379.000000 	 -10.084681 	 -1.883520 	 0.510120 	 -0.668657 	 -0.041791 	 0.265672 	 -0.002443 	 0.007330 	 0.014661
2 	 21.641264 	 1990258.000000 	 108.184906 	 -68.403473 	 202.745331 	 1990258.000000 	 -9.535320 	 3.570840 	 1.255680 	 -0.311940 	 -0.232836 	 0.874627 	 0.000000 	 0.008552 	 0.014661
1 	 21.656502 	 1996399.000000 	 -101.567871 	 -78.656754 	 312.185211 	 1996399.000000 	 -10.084681 	 -1.922760 	 0.431640 	 -0.668657 	 -0.041791 	 0.271642 	 -0.004887 	 0.001222 	 0.014661
2 	 21.660272 	 1990268.000000 	 108.173347 	 -68.398933 	 202.733826 	 1990268.000000 	 -9.535320 	 3.688560 	 1.177200 	 -0.310448 	 -0.228358 	 0.874627 	 0.004887 	 0.009774 	 0.012217
1 	 21.675394 	 1996409.000000 	 -101.582039 	 -78.654327 	 312.171570 	 1996409.000000 	 -10.045441 	 -1.962000 	 0.431640 	 -0.670149 	 -0.038806 	 0.276119 	 -0.001222 	 0.003665 	 0.015882
2 	 21.679254 	 1990288.000000 	 108.120461 	 -68.404816 	 202.686768 	 1990288.000000 	 -9.574560 	 3.492360 	 1.059480 	 -0.304478 	 -0.229851 	 0.867164 	 0.004887 	 0.000000 	 0.018326
1 	 21.694424 	 1996429.000000 	 -101.637787 	 -78.654747 	 312.115265 	 1996429.000000 	 -10.045441 	 -2.001240 	 0.510120 	 -0.665672 	 -0.035821 	 0.267164 	 -0.001222 	 0.004887 	 0.019548
2 	 21.698314 	 1990308.000000 	 108.090019 	 -68.412811 	 202.660217 	 1990308.000000 	 -9.574560 	 3.610080 	 1.059480 	 -0.322388 	 -0.235821 	 0.889552 	 0.003665 	 0.006109 	 0.014661
1 	 21.713479 	 1996449.000000 	 -101.787361 	 -78.675797 	 311.977142 	 1996449.000000 	 -10.045441 	 -1.805040 	 0.588600 	 -0.668657 	 -0.034328 	 0.271642 	 0.004887 	 0.007330 	 0.021991
2 	 21.717159 	 1990318.000000 	 108.071266 	 -68.410896 	 202.643127 	 1990318.000000 	 -9.496080 	 3.610080 	 1.098720 	 -0.311940 	 -0.240299 	 0.895522 	 0.006109 	 0.006109 	 0.017104
1 	 21.732695 	 1996479.000000 	 -101.728798 	 -78.670181 	 312.038055 	 1996479.000000 	 -9.888481 	 -1.962000 	 0.392400 	 -0.670149 	 -0.035821 	 0.262687 	 0.002443 	 0.006109 	 0.015882
1 	 21.751604 	 1996509.000000 	 -101.735306 	 -78.669434 	 312.032806 	 1996509.000000 	 -10.006201 	 -2.040480 	 0.392400 	 -0.662687 	 -0.035821 	 0.271642 	 0.000000 	 0.003665 	 0.023213
