time 	 pedal_angle(deg) 	 bike speed(km/h) 	 distance(m) 	 cadence(rpm) 	 power(W) 	 total_power(W) 	 HR(bpm) 
4.227 	 169.4 	 -0.0 	 -0.0 	 0.8 	 0.0 	 0.0 	 0.0 
4.227 	 170.4 	 -0.0 	 -0.0 	 1.8 	 0.0 	 0.0 	 0.0 
4.227 	 171.1 	 -0.0 	 -0.0 	 2.4 	 0.0 	 0.0 	 0.0 
4.228 	 172.4 	 -0.0 	 -0.0 	 2.4 	 0.0 	 0.0 	 0.0 
4.228 	 174.5 	 -0.0 	 -0.0 	 3.7 	 0.0 	 0.0 	 0.0 
4.229 	 182.2 	 -0.0 	 -0.0 	 6.3 	 0.0 	 0.0 	 0.0 
4.229 	 185.4 	 -0.0 	 -0.0 	 9.2 	 0.0 	 0.0 	 0.0 
4.229 	 191.1 	 -0.0 	 -0.0 	 11.2 	 0.0 	 0.0 	 0.0 
4.229 	 193.4 	 -0.0 	 -0.0 	 10.9 	 0.0 	 0.0 	 0.0 
4.230 	 199.0 	 -0.0 	 -0.0 	 11.9 	 0.0 	 0.0 	 0.0 
4.444 	 216.9 	 -0.0 	 -0.0 	 17.0 	 0.0 	 0.0 	 0.0 
4.444 	 235.5 	 -0.0 	 -0.0 	 13.1 	 0.0 	 0.0 	 0.0 
4.444 	 266.6 	 -0.0 	 -0.0 	 -1.0 	 0.0 	 0.0 	 0.0 
4.445 	 279.7 	 -0.0 	 -0.0 	 12.7 	 0.0 	 0.0 	 0.0 
4.445 	 285.6 	 -0.0 	 -0.0 	 17.7 	 0.0 	 0.0 	 0.0 
4.446 	 295.7 	 -0.0 	 -0.0 	 19.3 	 0.0 	 0.0 	 0.0 
4.446 	 299.5 	 -0.0 	 -0.0 	 17.0 	 0.0 	 0.0 	 0.0 
4.446 	 305.5 	 -0.0 	 -0.0 	 8.8 	 0.0 	 0.0 	 0.0 
4.447 	 311.5 	 -0.0 	 -0.0 	 7.9 	 0.0 	 0.0 	 0.0 
4.653 	 324.3 	 -0.0 	 -0.0 	 10.3 	 0.0 	 0.0 	 0.0 
4.653 	 329.0 	 -0.0 	 -0.0 	 13.7 	 0.0 	 0.0 	 0.0 
4.653 	 336.1 	 -0.0 	 -0.0 	 13.3 	 0.0 	 0.0 	 0.0 
4.653 	 342.2 	 -0.0 	 -0.0 	 7.7 	 0.0 	 0.0 	 0.0 
4.654 	 345.5 	 -0.0 	 -0.0 	 1.6 	 0.0 	 0.0 	 0.0 
4.654 	 350.7 	 -0.0 	 -0.0 	 -19.4 	 0.0 	 0.0 	 0.0 
4.654 	 355.6 	 -0.0 	 -0.0 	 -37.5 	 0.0 	 0.0 	 0.0 
4.654 	 356.9 	 -0.0 	 -0.0 	 -32.1 	 0.0 	 0.0 	 0.0 
4.655 	 0.5 	 -0.0 	 -0.0 	 -6.3 	 0.0 	 0.0 	 0.0 
4.655 	 4.5 	 -0.0 	 -0.0 	 12.7 	 0.0 	 0.0 	 0.0 
4.888 	 8.6 	 -0.0 	 -0.0 	 9.9 	 0.0 	 0.0 	 0.0 
4.889 	 11.7 	 -0.0 	 -0.0 	 12.1 	 0.0 	 0.0 	 0.0 
4.889 	 13.3 	 -0.0 	 -0.0 	 14.4 	 0.0 	 0.0 	 0.0 
4.890 	 17.3 	 -0.0 	 -0.0 	 4.1 	 0.0 	 0.0 	 0.0 
4.890 	 19.5 	 -0.0 	 -0.0 	 -0.6 	 0.0 	 0.0 	 0.0 
4.890 	 20.3 	 -0.0 	 -0.0 	 -2.1 	 0.0 	 0.0 	 0.0 
4.890 	 21.9 	 -0.0 	 -0.0 	 -4.4 	 0.0 	 0.0 	 0.0 
4.891 	 23.2 	 -0.0 	 -0.0 	 -4.4 	 0.0 	 0.0 	 0.0 
4.891 	 23.8 	 -0.0 	 -0.0 	 -0.2 	 0.0 	 0.0 	 0.0 
4.891 	 24.2 	 -0.0 	 -0.0 	 0.2 	 0.0 	 0.0 	 0.0 
5.093 	 25.6 	 -0.0 	 -0.0 	 -0.5 	 0.0 	 0.0 	 0.0 
5.093 	 26.7 	 -0.0 	 -0.0 	 -0.8 	 0.0 	 0.0 	 0.0 
5.094 	 28.0 	 -0.0 	 -0.0 	 0.9 	 0.0 	 0.0 	 0.0 
5.094 	 30.0 	 -0.0 	 -0.0 	 3.3 	 0.0 	 0.0 	 0.0 
5.094 	 31.3 	 -0.0 	 -0.0 	 2.8 	 0.0 	 0.0 	 0.0 
5.095 	 31.6 	 -0.0 	 -0.0 	 2.2 	 0.0 	 0.0 	 0.0 
5.095 	 31.9 	 -0.0 	 -0.0 	 1.3 	 0.0 	 0.0 	 0.0 
5.095 	 32.1 	 -0.0 	 -0.0 	 -0.9 	 0.0 	 0.0 	 0.0 
5.096 	 32.1 	 -0.0 	 -0.0 	 -1.1 	 0.0 	 0.0 	 0.0 
5.096 	 31.9 	 -0.0 	 -0.0 	 -0.7 	 0.0 	 0.0 	 0.0 
5.310 	 30.8 	 -0.0 	 -0.0 	 0.6 	 0.0 	 0.0 	 0.0 
5.310 	 30.3 	 -0.0 	 -0.0 	 0.5 	 0.0 	 0.0 	 0.0 
5.310 	 28.3 	 -0.0 	 -0.0 	 0.3 	 0.0 	 0.0 	 0.0 
5.311 	 24.5 	 -0.0 	 -0.0 	 2.7 	 0.0 	 0.0 	 0.0 
5.311 	 22.3 	 -0.0 	 -0.0 	 2.7 	 0.0 	 0.0 	 0.0 
5.311 	 17.0 	 -0.0 	 -0.0 	 0.4 	 0.0 	 0.0 	 0.0 
5.311 	 10.4 	 -0.0 	 -0.0 	 -1.0 	 0.0 	 0.0 	 0.0 
5.312 	 7.1 	 -0.0 	 -0.0 	 -1.7 	 0.0 	 0.0 	 0.0 
5.312 	 359.7 	 -0.0 	 -0.0 	 -2.5 	 0.0 	 0.0 	 0.0 
5.312 	 353.4 	 -0.0 	 -0.0 	 2.5 	 0.0 	 0.0 	 0.0 
5.538 	 339.9 	 -0.0 	 -0.0 	 -6.0 	 0.0 	 0.0 	 0.0 
5.538 	 331.1 	 -0.0 	 -0.0 	 1.3 	 0.0 	 0.0 	 0.0 
5.538 	 325.0 	 -0.0 	 -0.0 	 2.2 	 0.0 	 0.0 	 0.0 
5.539 	 321.7 	 -0.0 	 -0.0 	 2.4 	 0.0 	 0.0 	 0.0 
5.539 	 314.2 	 -0.0 	 -0.0 	 4.4 	 0.0 	 0.0 	 0.0 
5.539 	 306.1 	 -0.0 	 -0.0 	 5.6 	 0.0 	 0.0 	 0.0 
5.539 	 292.9 	 -0.0 	 -0.0 	 5.0 	 0.0 	 0.0 	 0.0 
5.540 	 288.7 	 -0.0 	 -0.0 	 6.9 	 0.0 	 0.0 	 0.0 
5.540 	 280.6 	 -0.0 	 -0.0 	 12.1 	 0.0 	 0.0 	 0.0 
5.540 	 255.6 	 -0.0 	 -0.0 	 7.9 	 0.0 	 0.0 	 0.0 
5.739 	 240.6 	 -0.0 	 -0.0 	 9.6 	 0.0 	 0.0 	 0.0 
5.739 	 237.9 	 -0.0 	 -0.0 	 6.1 	 0.0 	 0.0 	 0.0 
5.740 	 233.2 	 -0.0 	 -0.0 	 -3.8 	 0.0 	 0.0 	 0.0 
5.740 	 228.9 	 -0.0 	 -0.0 	 -9.7 	 0.0 	 0.0 	 0.0 
5.740 	 222.1 	 -0.0 	 -0.0 	 -9.6 	 0.0 	 0.0 	 0.0 
5.740 	 219.4 	 -0.0 	 -0.0 	 -11.1 	 0.0 	 0.0 	 0.0 
5.741 	 213.3 	 -0.0 	 -0.0 	 -11.7 	 0.0 	 0.0 	 0.0 
5.741 	 206.9 	 -0.0 	 -0.0 	 -6.5 	 0.0 	 0.0 	 0.0 
5.741 	 200.5 	 -0.0 	 -0.0 	 -0.8 	 0.0 	 0.0 	 0.0 
5.742 	 198.8 	 -0.0 	 -0.0 	 1.3 	 0.0 	 0.0 	 0.0 
5.956 	 195.4 	 -0.0 	 -0.0 	 2.8 	 0.0 	 0.0 	 0.0 
5.956 	 191.7 	 -0.0 	 -0.0 	 3.2 	 0.0 	 0.0 	 0.0 
5.956 	 186.2 	 -0.0 	 -0.0 	 0.2 	 0.0 	 0.0 	 0.0 
5.956 	 184.9 	 -0.0 	 -0.0 	 -1.6 	 0.0 	 0.0 	 0.0 
5.957 	 182.7 	 -0.0 	 -0.0 	 -8.5 	 0.0 	 0.0 	 0.0 
5.957 	 177.2 	 -0.0 	 -0.0 	 -6.5 	 0.0 	 0.0 	 0.0 
5.957 	 172.4 	 -0.0 	 -0.0 	 -0.4 	 0.0 	 0.0 	 0.0 
5.958 	 169.8 	 -0.0 	 -0.0 	 2.6 	 0.0 	 0.0 	 0.0 
5.958 	 162.6 	 -0.0 	 -0.0 	 18.5 	 0.0 	 0.0 	 0.0 
5.958 	 158.5 	 -0.0 	 -0.0 	 17.8 	 0.0 	 0.0 	 0.0 
6.184 	 130.6 	 -0.0 	 -0.0 	 12.4 	 0.0 	 0.0 	 0.0 
6.184 	 119.4 	 -0.0 	 -0.0 	 14.3 	 0.0 	 0.0 	 0.0 
6.184 	 109.5 	 -0.0 	 -0.0 	 9.0 	 0.0 	 0.0 	 0.0 
6.185 	 98.8 	 -0.0 	 -0.0 	 3.0 	 0.0 	 0.0 	 0.0 
6.185 	 95.8 	 -0.0 	 -0.0 	 5.7 	 0.0 	 0.0 	 0.0 
6.185 	 88.1 	 -0.0 	 -0.0 	 13.1 	 0.0 	 0.0 	 0.0 
6.185 	 80.3 	 -0.0 	 -0.0 	 13.6 	 0.0 	 0.0 	 0.0 
6.186 	 65.8 	 -0.0 	 -0.0 	 8.9 	 0.0 	 0.0 	 0.0 
6.186 	 57.7 	 -0.0 	 -0.0 	 11.1 	 0.0 	 0.0 	 0.0 
6.396 	 39.6 	 -0.0 	 -0.0 	 39.6 	 0.0 	 0.0 	 0.0 
6.397 	 36.7 	 -0.0 	 -0.0 	 42.7 	 0.0 	 0.0 	 0.0 
6.397 	 30.7 	 -0.0 	 -0.0 	 33.5 	 0.0 	 0.0 	 0.0 
6.397 	 27.4 	 -0.0 	 -0.0 	 24.5 	 0.0 	 0.0 	 0.0 
6.397 	 21.2 	 -0.0 	 -0.0 	 -5.1 	 0.0 	 0.0 	 0.0 
6.398 	 16.1 	 -0.0 	 -0.0 	 5.3 	 0.0 	 0.0 	 0.0 
6.398 	 8.9 	 -0.0 	 -0.0 	 -4.8 	 0.0 	 0.0 	 0.0 
6.398 	 6.7 	 -0.0 	 -0.0 	 -5.0 	 0.0 	 0.0 	 0.0 
6.398 	 0.9 	 -0.0 	 -0.0 	 6.4 	 0.0 	 0.0 	 0.0 
6.399 	 355.3 	 -0.0 	 -0.0 	 19.3 	 0.0 	 0.0 	 0.0 
6.609 	 339.3 	 -0.0 	 -0.0 	 32.3 	 0.0 	 0.0 	 0.0 
6.609 	 329.3 	 -0.0 	 -0.0 	 13.8 	 0.0 	 0.0 	 0.0 
6.609 	 324.4 	 -0.0 	 -0.0 	 18.4 	 0.0 	 0.0 	 0.0 
6.610 	 314.0 	 -0.0 	 -0.0 	 14.4 	 0.0 	 0.0 	 0.0 
6.610 	 304.8 	 -0.0 	 -0.0 	 38.5 	 0.0 	 0.0 	 0.0 
6.610 	 288.0 	 -0.0 	 -0.0 	 28.2 	 0.0 	 0.0 	 0.0 
6.610 	 270.9 	 -0.0 	 -0.0 	 29.5 	 0.0 	 0.0 	 0.0 
6.611 	 267.2 	 -0.0 	 -0.0 	 24.1 	 0.0 	 0.0 	 0.0 
6.611 	 264.2 	 -0.0 	 -0.0 	 -2.1 	 0.0 	 0.0 	 0.0 
6.611 	 264.5 	 -0.0 	 -0.0 	 -2.1 	 0.0 	 0.0 	 0.0 
6.826 	 263.0 	 -0.0 	 -0.0 	 -16.7 	 0.0 	 0.0 	 0.0 
6.826 	 255.8 	 -0.0 	 -0.0 	 10.7 	 0.0 	 0.0 	 0.0 
6.826 	 249.0 	 -0.0 	 -0.0 	 22.2 	 0.0 	 0.0 	 0.0 
6.826 	 245.2 	 -0.0 	 -0.0 	 23.6 	 0.0 	 0.0 	 0.0 
6.827 	 239.4 	 -0.0 	 -0.0 	 20.1 	 0.0 	 0.0 	 0.0 
6.827 	 234.1 	 -0.0 	 -0.0 	 14.1 	 0.0 	 0.0 	 0.0 
6.828 	 227.1 	 -0.0 	 -0.0 	 27.8 	 0.0 	 0.0 	 0.0 
6.828 	 222.0 	 -0.0 	 -0.0 	 36.9 	 0.0 	 0.0 	 0.0 
6.828 	 219.9 	 -0.0 	 -0.0 	 40.2 	 0.0 	 0.0 	 0.0 
7.034 	 207.8 	 -0.0 	 -0.0 	 -9.2 	 0.0 	 0.0 	 0.0 
7.035 	 203.2 	 -0.0 	 -0.0 	 -9.3 	 0.0 	 0.0 	 0.0 
7.035 	 201.0 	 -0.0 	 -0.0 	 -8.6 	 0.0 	 0.0 	 0.0 
7.035 	 196.3 	 -0.0 	 -0.0 	 -9.5 	 0.0 	 0.0 	 0.0 
7.035 	 194.3 	 -0.0 	 -0.0 	 -9.8 	 0.0 	 0.0 	 0.0 
7.036 	 192.5 	 -0.0 	 -0.0 	 -12.1 	 0.0 	 0.0 	 0.0 
7.036 	 186.0 	 -0.0 	 -0.0 	 -24.7 	 0.0 	 0.0 	 0.0 
7.036 	 177.6 	 -0.0 	 -0.0 	 -7.5 	 0.0 	 0.0 	 0.0 
7.037 	 168.9 	 -0.0 	 -0.0 	 -8.7 	 0.0 	 0.0 	 0.0 
7.037 	 165.7 	 -0.0 	 -0.0 	 1.6 	 0.0 	 0.0 	 0.0 
7.251 	 152.6 	 -0.0 	 -0.0 	 7.3 	 0.0 	 0.0 	 0.0 
7.251 	 143.2 	 -0.0 	 -0.0 	 2.3 	 0.0 	 0.0 	 0.0 
7.251 	 139.5 	 -0.0 	 -0.0 	 2.2 	 0.0 	 0.0 	 0.0 
7.252 	 131.6 	 -0.0 	 -0.0 	 8.8 	 0.0 	 0.0 	 0.0 
7.252 	 127.1 	 -0.0 	 -0.0 	 11.3 	 0.0 	 0.0 	 0.0 
7.252 	 118.1 	 -0.0 	 -0.0 	 15.9 	 0.0 	 0.0 	 0.0 
7.253 	 107.9 	 -0.0 	 -0.0 	 14.9 	 0.0 	 0.0 	 0.0 
7.253 	 91.2 	 -0.0 	 -0.0 	 8.0 	 0.0 	 0.0 	 0.0 
7.254 	 79.0 	 -0.0 	 -0.0 	 5.2 	 0.0 	 0.0 	 0.0 
7.475 	 67.4 	 -0.0 	 -0.0 	 -0.0 	 0.0 	 0.0 	 0.0 
7.475 	 63.9 	 -0.0 	 -0.0 	 25.6 	 0.0 	 0.0 	 0.0 
7.476 	 56.5 	 -0.0 	 -0.0 	 20.2 	 0.0 	 0.0 	 0.0 
7.476 	 44.5 	 -0.0 	 -0.0 	 18.3 	 0.0 	 0.0 	 0.0 
7.476 	 41.1 	 -0.0 	 -0.0 	 11.9 	 0.0 	 0.0 	 0.0 
7.476 	 28.6 	 -0.0 	 -0.0 	 1.4 	 0.0 	 0.0 	 0.0 
7.477 	 17.2 	 -0.0 	 -0.0 	 0.7 	 0.0 	 0.0 	 0.0 
7.477 	 14.5 	 -0.0 	 -0.0 	 -2.4 	 0.0 	 0.0 	 0.0 
7.477 	 11.1 	 -0.0 	 -0.0 	 -3.1 	 0.0 	 0.0 	 0.0 
7.478 	 7.6 	 -0.0 	 -0.0 	 -5.7 	 0.0 	 0.0 	 0.0 
7.691 	 359.8 	 -0.0 	 -0.0 	 -17.0 	 0.0 	 0.0 	 0.0 
7.692 	 355.0 	 -0.0 	 -0.0 	 7.5 	 0.0 	 0.0 	 0.0 
7.692 	 352.3 	 -0.0 	 -0.0 	 11.1 	 0.0 	 0.0 	 0.0 
7.692 	 350.7 	 -0.0 	 -0.0 	 9.0 	 0.0 	 0.0 	 0.0 
7.693 	 343.8 	 -0.0 	 -0.0 	 9.1 	 0.0 	 0.0 	 0.0 
7.693 	 328.5 	 -0.0 	 -0.0 	 -4.0 	 0.0 	 0.0 	 0.0 
7.693 	 322.4 	 -0.0 	 -0.0 	 -2.1 	 0.0 	 0.0 	 0.0 
7.694 	 307.5 	 -0.0 	 -0.0 	 -9.4 	 0.0 	 0.0 	 0.0 
7.694 	 299.2 	 -0.0 	 -0.0 	 10.3 	 0.0 	 0.0 	 0.0 
7.694 	 294.4 	 -0.0 	 -0.0 	 -0.9 	 0.0 	 0.0 	 0.0 
7.908 	 288.7 	 -0.0 	 -0.0 	 13.0 	 0.0 	 0.0 	 0.0 
7.908 	 282.7 	 -0.0 	 -0.0 	 15.4 	 0.0 	 0.0 	 0.0 
7.909 	 271.8 	 -0.0 	 -0.0 	 13.1 	 0.0 	 0.0 	 0.0 
7.909 	 267.7 	 -0.0 	 -0.0 	 10.1 	 0.0 	 0.0 	 0.0 
7.909 	 259.8 	 -0.0 	 -0.0 	 6.2 	 0.0 	 0.0 	 0.0 
7.909 	 255.7 	 -0.0 	 -0.0 	 5.4 	 0.0 	 0.0 	 0.0 
7.910 	 246.8 	 -0.0 	 -0.0 	 8.0 	 0.0 	 0.0 	 0.0 
7.910 	 236.7 	 -0.0 	 -0.0 	 13.6 	 0.0 	 0.0 	 0.0 
7.911 	 223.1 	 -0.0 	 -0.0 	 27.7 	 0.0 	 0.0 	 0.0 
7.911 	 219.2 	 -0.0 	 -0.0 	 31.3 	 0.0 	 0.0 	 0.0 
8.121 	 201.7 	 -0.0 	 -0.0 	 17.0 	 0.0 	 0.0 	 0.0 
8.121 	 197.0 	 -0.0 	 -0.0 	 4.9 	 0.0 	 0.0 	 0.0 
8.121 	 196.1 	 -0.0 	 -0.0 	 6.3 	 0.0 	 0.0 	 0.0 
8.122 	 193.4 	 -0.0 	 -0.0 	 7.7 	 0.0 	 0.0 	 0.0 
8.122 	 192.1 	 -0.0 	 -0.0 	 5.4 	 0.0 	 0.0 	 0.0 
8.122 	 189.1 	 -0.0 	 -0.0 	 -12.6 	 0.0 	 0.0 	 0.0 
8.123 	 185.5 	 -0.0 	 -0.0 	 -12.4 	 0.0 	 0.0 	 0.0 
8.123 	 183.6 	 -0.0 	 -0.0 	 -1.7 	 0.0 	 0.0 	 0.0 
8.123 	 182.0 	 -0.0 	 -0.0 	 -0.6 	 0.0 	 0.0 	 0.0 
8.124 	 180.8 	 -0.0 	 -0.0 	 1.0 	 0.0 	 0.0 	 0.0 
8.338 	 168.3 	 -0.0 	 -0.0 	 17.2 	 0.0 	 0.0 	 0.0 
8.338 	 152.0 	 -0.0 	 -0.0 	 6.0 	 0.0 	 0.0 	 0.0 
8.339 	 143.9 	 -0.0 	 -0.0 	 -15.2 	 0.0 	 0.0 	 0.0 
8.339 	 145.8 	 -0.0 	 -0.0 	 3.9 	 0.0 	 0.0 	 0.0 
8.339 	 145.3 	 -0.0 	 -0.0 	 -1.1 	 0.0 	 0.0 	 0.0 
8.340 	 142.7 	 -0.0 	 -0.0 	 -2.2 	 0.0 	 0.0 	 0.0 
8.340 	 139.2 	 -0.0 	 -0.0 	 -0.6 	 0.0 	 0.0 	 0.0 
8.340 	 138.2 	 -0.0 	 -0.0 	 -3.2 	 0.0 	 0.0 	 0.0 
8.341 	 135.6 	 -0.0 	 -0.0 	 -8.9 	 0.0 	 0.0 	 0.0 
8.561 	 126.4 	 -0.0 	 -0.0 	 -1.4 	 0.0 	 0.0 	 0.0 
8.562 	 117.2 	 -0.0 	 -0.0 	 7.4 	 0.0 	 0.0 	 0.0 
8.562 	 100.6 	 -0.0 	 -0.0 	 9.3 	 0.0 	 0.0 	 0.0 
8.562 	 89.1 	 -0.0 	 -0.0 	 2.0 	 0.0 	 0.0 	 0.0 
8.563 	 83.9 	 -0.0 	 -0.0 	 0.6 	 0.0 	 0.0 	 0.0 
8.563 	 60.9 	 -0.0 	 -0.0 	 13.8 	 0.0 	 0.0 	 0.0 
8.563 	 57.2 	 -0.0 	 -0.0 	 14.5 	 0.0 	 0.0 	 0.0 
8.564 	 50.6 	 -0.0 	 -0.0 	 15.6 	 0.0 	 0.0 	 0.0 
8.564 	 43.2 	 -0.0 	 -0.0 	 14.6 	 0.0 	 0.0 	 0.0 
8.564 	 34.1 	 -0.0 	 -0.0 	 8.2 	 0.0 	 0.0 	 0.0 
8.782 	 28.5 	 -0.0 	 -0.0 	 -1.2 	 0.0 	 0.0 	 0.0 
8.782 	 26.6 	 -0.0 	 -0.0 	 -2.8 	 0.0 	 0.0 	 0.0 
8.782 	 16.3 	 -0.0 	 -0.0 	 -12.0 	 0.0 	 0.0 	 0.0 
8.783 	 14.0 	 -0.0 	 -0.0 	 -16.4 	 0.0 	 0.0 	 0.0 
8.783 	 10.1 	 -0.0 	 -0.0 	 -10.5 	 0.0 	 0.0 	 0.0 
8.784 	 8.7 	 -0.0 	 -0.0 	 -12.4 	 0.0 	 0.0 	 0.0 
8.784 	 5.3 	 -0.0 	 -0.0 	 -21.5 	 0.0 	 0.0 	 0.0 
8.784 	 1.3 	 -0.0 	 -0.0 	 -14.1 	 0.0 	 0.0 	 0.0 
8.784 	 354.9 	 -0.0 	 -0.0 	 -5.4 	 0.0 	 0.0 	 0.0 
8.785 	 352.1 	 -0.0 	 -0.0 	 -8.3 	 0.0 	 0.0 	 0.0 
8.987 	 335.2 	 -0.0 	 -0.0 	 -14.5 	 0.0 	 0.0 	 0.0 
8.987 	 322.0 	 -0.0 	 -0.0 	 -5.8 	 0.0 	 0.0 	 0.0 
8.988 	 318.9 	 -0.0 	 -0.0 	 -3.3 	 0.0 	 0.0 	 0.0 
8.988 	 315.0 	 -0.0 	 -0.0 	 -3.5 	 0.0 	 0.0 	 0.0 
8.988 	 309.1 	 -0.0 	 -0.0 	 -5.4 	 0.0 	 0.0 	 0.0 
8.989 	 306.8 	 -0.0 	 -0.0 	 -4.6 	 0.0 	 0.0 	 0.0 
8.989 	 304.3 	 -0.0 	 -0.0 	 -4.4 	 0.0 	 0.0 	 0.0 
8.989 	 294.9 	 -0.0 	 -0.0 	 -8.0 	 0.0 	 0.0 	 0.0 
8.989 	 282.8 	 -0.0 	 -0.0 	 -5.9 	 0.0 	 0.0 	 0.0 
8.990 	 278.6 	 -0.0 	 -0.0 	 -5.6 	 0.0 	 0.0 	 0.0 
9.207 	 262.7 	 -0.0 	 -0.0 	 6.8 	 0.0 	 0.0 	 0.0 
9.208 	 258.3 	 -0.0 	 -0.0 	 8.1 	 0.0 	 0.0 	 0.0 
9.208 	 249.1 	 -0.0 	 -0.0 	 5.2 	 0.0 	 0.0 	 0.0 
9.208 	 236.3 	 -0.0 	 -0.0 	 5.2 	 0.0 	 0.0 	 0.0 
9.209 	 229.8 	 -0.0 	 -0.0 	 6.2 	 0.0 	 0.0 	 0.0 
9.209 	 226.9 	 -0.0 	 -0.0 	 2.9 	 0.0 	 0.0 	 0.0 
9.209 	 221.2 	 -0.0 	 -0.0 	 4.8 	 0.0 	 0.0 	 0.0 
9.210 	 213.3 	 -0.0 	 -0.0 	 7.0 	 0.0 	 0.0 	 0.0 
9.210 	 210.8 	 -0.0 	 -0.0 	 8.0 	 0.0 	 0.0 	 0.0 
9.211 	 208.1 	 -0.0 	 -0.0 	 23.0 	 0.0 	 0.0 	 0.0 
9.416 	 204.3 	 -0.0 	 -0.0 	 3.3 	 0.0 	 0.0 	 0.0 
9.417 	 199.2 	 -0.0 	 -0.0 	 -0.5 	 0.0 	 0.0 	 0.0 
9.417 	 193.1 	 -0.0 	 -0.0 	 1.1 	 0.0 	 0.0 	 0.0 
9.418 	 184.7 	 -0.0 	 -0.0 	 3.2 	 0.0 	 0.0 	 0.0 
9.418 	 182.4 	 -0.0 	 -0.0 	 5.3 	 0.0 	 0.0 	 0.0 
9.418 	 180.3 	 -0.0 	 -0.0 	 -2.3 	 0.0 	 0.0 	 0.0 
9.419 	 179.6 	 -0.0 	 -0.0 	 -5.0 	 0.0 	 0.0 	 0.0 
9.419 	 178.3 	 -0.0 	 -0.0 	 -0.0 	 0.0 	 0.0 	 0.0 
9.419 	 176.6 	 -0.0 	 -0.0 	 7.9 	 0.0 	 0.0 	 0.0 
9.633 	 163.3 	 -0.0 	 -0.0 	 2.8 	 0.0 	 0.0 	 0.0 
9.633 	 155.3 	 -0.0 	 -0.0 	 -3.0 	 0.0 	 0.0 	 0.0 
9.633 	 147.6 	 -0.0 	 -0.0 	 -7.2 	 0.0 	 0.0 	 0.0 
9.634 	 141.4 	 -0.0 	 -0.0 	 -6.0 	 0.0 	 0.0 	 0.0 
9.634 	 139.2 	 -0.0 	 -0.0 	 -6.0 	 0.0 	 0.0 	 0.0 
9.634 	 132.9 	 -0.0 	 -0.0 	 -5.8 	 0.0 	 0.0 	 0.0 
9.635 	 127.3 	 -0.0 	 -0.0 	 -6.4 	 0.0 	 0.0 	 0.0 
9.635 	 111.9 	 -0.0 	 -0.0 	 2.6 	 0.0 	 0.0 	 0.0 
9.635 	 96.9 	 -0.0 	 -0.0 	 10.7 	 0.0 	 0.0 	 0.0 
9.635 	 81.5 	 -0.0 	 -0.0 	 12.9 	 0.0 	 0.0 	 0.0 
9.872 	 65.5 	 -0.0 	 -0.0 	 6.4 	 0.0 	 0.0 	 0.0 
9.872 	 54.0 	 -0.0 	 -0.0 	 7.2 	 0.0 	 0.0 	 0.0 
9.872 	 39.1 	 -0.0 	 -0.0 	 14.3 	 0.0 	 0.0 	 0.0 
9.873 	 29.6 	 -0.0 	 -0.0 	 13.5 	 0.0 	 0.0 	 0.0 
9.873 	 19.4 	 -0.0 	 -0.0 	 10.5 	 0.0 	 0.0 	 0.0 
9.873 	 16.2 	 -0.0 	 -0.0 	 10.2 	 0.0 	 0.0 	 0.0 
9.874 	 14.8 	 -0.0 	 -0.0 	 12.2 	 0.0 	 0.0 	 0.0 
9.874 	 12.6 	 -0.0 	 -0.0 	 13.1 	 0.0 	 0.0 	 0.0 
9.874 	 9.2 	 -0.0 	 -0.0 	 16.2 	 0.0 	 0.0 	 0.0 
10.073 	 358.0 	 -0.0 	 -0.0 	 2.8 	 0.0 	 0.0 	 0.0 
10.074 	 352.3 	 -0.0 	 -0.0 	 14.3 	 0.0 	 0.0 	 0.0 
10.074 	 347.1 	 -0.0 	 -0.0 	 10.8 	 0.0 	 0.0 	 0.0 
10.074 	 343.9 	 -0.0 	 -0.0 	 2.1 	 0.0 	 0.0 	 0.0 
10.074 	 341.9 	 -0.0 	 -0.0 	 1.8 	 0.0 	 0.0 	 0.0 
10.075 	 340.6 	 -0.0 	 -0.0 	 1.0 	 0.0 	 0.0 	 0.0 
10.075 	 335.1 	 -0.0 	 -0.0 	 -4.1 	 0.0 	 0.0 	 0.0 
10.076 	 329.7 	 -0.0 	 -0.0 	 -7.1 	 0.0 	 0.0 	 0.0 
10.076 	 326.8 	 -0.0 	 -0.0 	 -6.3 	 0.0 	 0.0 	 0.0 
10.076 	 320.2 	 -0.0 	 -0.0 	 -9.1 	 0.0 	 0.0 	 0.0 
10.290 	 306.9 	 -0.0 	 -0.0 	 -7.9 	 0.0 	 0.0 	 0.0 
10.290 	 304.3 	 -0.0 	 -0.0 	 -6.8 	 0.0 	 0.0 	 0.0 
10.290 	 298.2 	 -0.0 	 -0.0 	 -2.1 	 0.0 	 0.0 	 0.0 
10.291 	 287.2 	 -0.0 	 -0.0 	 7.4 	 0.0 	 0.0 	 0.0 
10.291 	 284.1 	 -0.0 	 -0.0 	 3.5 	 0.0 	 0.0 	 0.0 
10.291 	 283.4 	 -0.0 	 -0.0 	 4.7 	 0.0 	 0.0 	 0.0 
10.292 	 281.4 	 -0.0 	 -0.0 	 4.4 	 0.0 	 0.0 	 0.0 
10.292 	 280.0 	 -0.0 	 -0.0 	 2.9 	 0.0 	 0.0 	 0.0 
10.292 	 276.6 	 -0.0 	 -0.0 	 -1.2 	 0.0 	 0.0 	 0.0 
