time 	 pedal_angle(deg) 	 bike speed(km/h) 	 distance(m) 	 cadence(rpm) 	 HR (BPM) 
4.572 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.581 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.620 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.622 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.623 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.624 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.628 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.630 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.631 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.633 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.636 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.640 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.641 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.643 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.644 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.648 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.649 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.651 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.662 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.663 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.665 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.672 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.674 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.675 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.677 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.680 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.697 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.699 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.701 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.702 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.704 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.730 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.731 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.733 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.734 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.736 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.738 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.740 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.741 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.742 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.744 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.745 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.747 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.749 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.750 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.752 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.753 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.755 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.756 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.768 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.770 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.771 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.773 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.774 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.776 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.777 	 359.7 	 -0.0 	 -0.0 	 0.2 	 69 
4.799 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.800 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.802 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.822 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.824 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
4.825 	 359.7 	 -0.0 	 -0.0 	 0.3 	 69 
