time 	 pedal_angle(deg) 	 bike speed(km/h) 	 distance(m) 	 cadence(rpm) 	 HR (BPM) 
20.159 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.164 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.166 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.182 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.188 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.194 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.196 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.202 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.204 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.216 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.218 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.219 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.236 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.238 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.239 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.248 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.249 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.256 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.263 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.264 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.280 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.281 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.298 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.300 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.304 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.307 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.320 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.322 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
20.323 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
20.337 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
20.338 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.352 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.353 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.355 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.356 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.358 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.369 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.371 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.372 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.387 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.389 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.390 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.392 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.413 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.419 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.421 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.434 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.435 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.444 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.446 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.453 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.460 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.472 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.473 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.475 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.491 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.492 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.494 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.496 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.504 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.512 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.520 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.532 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.537 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.539 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.552 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.553 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.555 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.568 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.569 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
20.582 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
20.583 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.584 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.586 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.600 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.601 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.603 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.620 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.621 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.623 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.628 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.629 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.640 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.651 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.652 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
20.658 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
20.672 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.673 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
20.675 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.676 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.691 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.692 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.696 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
20.697 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.699 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.712 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.714 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.715 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.728 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.729 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.740 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.741 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.743 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.748 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.756 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.766 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.772 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.778 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.783 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.800 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.801 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
20.803 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
20.806 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
20.808 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.812 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.821 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.823 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.840 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.842 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.843 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.852 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.854 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.855 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.867 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.876 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.878 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.892 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.893 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.895 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.896 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.900 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.916 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.917 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.919 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.927 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.928 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.929 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.940 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.941 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.942 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.956 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.958 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.964 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.965 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.967 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.972 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
20.988 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.004 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.006 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.007 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.008 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.010 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.034 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.035 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.040 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.042 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.043 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.044 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.046 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.047 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.056 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.061 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.072 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.080 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.081 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.095 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.096 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.124 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.130 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.140 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.142 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.143 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.150 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.160 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.164 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.166 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.168 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.169 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.180 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.188 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.202 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.232 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.233 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.235 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.242 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.250 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.252 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.266 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.272 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.274 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.280 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.285 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.296 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.297 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.299 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.304 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.308 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.312 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.342 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.346 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.352 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.361 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.365 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.373 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.380 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.388 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.392 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.395 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.401 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.403 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.408 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.413 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.432 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.434 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.444 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.446 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.476 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.493 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.504 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.507 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.512 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.519 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.544 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.547 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.548 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.551 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.559 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.566 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.575 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.578 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.604 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.605 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.612 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.628 	 269.9 	 -0.0 	 -0.0 	 0.1 	 0 
21.637 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.639 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.648 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.649 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.651 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.654 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.661 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.673 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.674 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.676 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.728 	 269.9 	 -0.0 	 -0.0 	 0.3 	 0 
21.744 	 269.9 	 -0.0 	 -0.0 	 0.3 	 0 
21.745 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.747 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.752 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.760 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.761 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.776 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.778 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.779 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.796 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.797 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.799 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.800 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.814 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.816 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.820 	 269.9 	 -0.0 	 -0.0 	 0.2 	 0 
21.821 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.840 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.856 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.857 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.862 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.876 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.877 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.879 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.888 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.895 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
21.896 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.898 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.899 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.907 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.918 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.922 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.930 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.932 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.937 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.940 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.944 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.948 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.952 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.960 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.968 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.981 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.982 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.990 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.992 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
21.993 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.001 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.002 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.007 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.019 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.020 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.022 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.031 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.032 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.043 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.044 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.051 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.052 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
22.053 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
22.066 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
22.068 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
22.070 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
22.081 	 269.7 	 -0.0 	 -0.0 	 0.1 	 0 
22.090 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.092 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.093 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.101 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.102 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.114 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.115 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.117 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.118 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.126 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.128 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.129 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.131 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.132 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.133 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.135 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.156 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.157 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.159 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.160 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.164 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.166 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.175 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.177 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.185 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.187 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.190 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.197 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.213 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.219 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.220 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.229 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.231 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.232 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.245 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.246 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.247 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.249 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.256 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.264 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.265 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.267 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.278 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.279 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.286 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.288 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.292 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.304 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.305 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.307 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.329 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.331 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.340 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.342 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.343 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.352 	 269.7 	 -0.0 	 -0.0 	 0.2 	 0 
22.353 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
22.364 	 269.8 	 -0.0 	 -0.0 	 0.3 	 0 
22.365 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.367 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.376 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.377 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.388 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.389 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.399 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.401 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.402 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.404 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.411 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.413 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.423 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.424 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.426 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.427 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.470 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.472 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.480 	 269.8 	 -0.0 	 -0.0 	 0.1 	 0 
22.484 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.492 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.500 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.505 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.517 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.528 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.530 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.531 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.533 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.535 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.538 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.540 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
22.542 	 269.8 	 -0.0 	 -0.0 	 0.2 	 0 
